"481173","i73770+16+1050+P256G+S1T","1","AMAZON"
"481146","i73770+580+32+P1T+S2T","1","MAGENTO"
"481136","i52400+16+P1T","1","MAGENTO"
"481197","i73770+16+1030+P256G+S1T","1","AMAZON"
"481101","i73770+16+1650+P256G+S1T","1","AMAZON"
